0.60000,2.30000
0.65249,2.28122
0.69728,2.26668
0.73275,2.25167
0.76278,2.24334
0.78587,2.23452
0.80919,2.22516
0.82766,2.21594
0.84654,2.20998
0.86464,2.20504
0.88284,2.19769
0.89897,2.18920
0.91548,2.18062
0.93054,2.17490
0.94261,2.17060
0.95281,2.16454
0.96300,2.15913
0.97277,2.15452
0.98264,2.15046
0.99278,2.14572
1.00271,2.14060
1.01125,2.13502
1.01940,2.13025
1.02801,2.12582
1.03612,2.12215
1.04387,2.11857
1.05119,2.11527
1.05770,2.11205
1.06379,2.10858
1.06934,2.10528
1.07454,2.10213
1.07969,2.09896
1.08490,2.09602
1.09024,2.09323
1.09508,2.09082
1.09976,2.08844
1.10405,2.08635
